year,pop,income,toronto_initial,ward_initial,toronto_sales,ward_sales,toronto_disposal,ward-disposal,ward_totalcars,ev_percentage,ward_evpop,EV_Load,AREA_LONG_
2040,0.02,0.047,1113000,36869,61690,2044,9641,319,38594,0.9711,37478,99072.28,16
2040,0.019,0.019,1113000,21320,61690,1182,9641,185,22317,0.9711,21672,57289.46,17
2040,0.018,0.018,1113000,19977,61690,1107,9641,173,20911,0.9711,20307,53681.11,18
2040,0.024,0.023,1113000,25878,61690,1434,9641,224,27088,0.9711,26305,69536.7,19
2040,0.033,0.022,1113000,30625,61690,1697,9641,265,32057,0.9711,31131,82294.12,20
2040,0.019,0.031,1113000,27767,61690,1539,9641,241,29066,0.9711,28225,74612.17,21
2040,0.027,0.034,1113000,33890,61690,1878,9641,294,35474,0.9711,34449,91065.18,22
2040,0.035,0.022,1113000,32111,61690,1780,9641,278,33613,0.9711,32641,86285.77,23
2040,0.025,0.024,1113000,27453,61690,1522,9641,238,28737,0.9711,27906,73768.9,24
2040,0.022,0.054,1113000,42277,61690,2343,9641,366,44254,0.9711,42975,113603.48,25
2040,0.023,0.024,1113000,25993,61690,1441,9641,225,27209,0.9711,26422,69845.98,26
2040,0.033,0.029,1113000,34816,61690,1930,9641,302,36444,0.9711,35391,93555.34,27
2040,0.027,0.02,1113000,26047,61690,1444,9641,226,27265,0.9711,26477,69991.37,28
2040,0.017,0.023,1113000,22152,61690,1228,9641,192,23188,0.9711,22517,59523.2,29
2040,0.021,0.024,1113000,24695,61690,1369,9641,214,25850,0.9711,25103,66359.23,30
2040,0.02,0.019,1113000,21785,61690,1207,9641,189,22803,0.9711,22144,58537.18,31
2040,0.021,0.029,1113000,27945,61690,1549,9641,242,29252,0.9711,28406,75090.64,32
2040,0.022,0.019,1113000,22933,61690,1271,9641,199,24005,0.9711,23311,61622.12,33
2040,0.022,0.02,1113000,23388,61690,1296,9641,203,24482,0.9711,23774,62846.05,34
2040,0.023,0.016,1113000,21582,61690,1196,9641,187,22591,0.9711,21938,57992.63,35
2040,0.02,0.021,1113000,23185,61690,1285,9641,201,24269,0.9711,23567,62298.85,36
2040,0.024,0.018,1113000,23031,61690,1277,9641,200,24108,0.9711,23412,61889.11,37
2040,0.025,0.017,1113000,23493,61690,1302,9641,204,24592,0.9711,23881,63128.9,38
2040,0.021,0.019,1113000,22486,61690,1246,9641,195,23538,0.9711,22857,60421.98,39
2040,0.024,0.017,1113000,22679,61690,1257,9641,196,23740,0.9711,23054,60942.75,40
2040,0.026,0.02,1113000,25845,61690,1432,9641,224,27053,0.9711,26271,69446.82,41
2040,0.028,0.02,1113000,26530,61690,1470,9641,230,27771,0.9711,26968,71289.32,42
2040,0.02,0.018,1113000,21172,61690,1173,9641,183,22162,0.9711,21521,56890.3,43
2040,0.023,0.027,1113000,27631,61690,1531,9641,239,28923,0.9711,28087,74247.37,44
2041,0.022,0.018,1113000,21874,61947,1217,9161,180,22912,0.981,22477,59417.46,1
2041,0.021,0.019,1113000,22245,61947,1238,9161,183,23300,0.981,22857,60421.98,2
2041,0.02,0.025,1113000,25216,61947,1403,9161,208,26412,0.981,25911,68495.17,3
2041,0.021,0.028,1113000,27390,61947,1524,9161,225,28689,0.981,28145,74400.7,4
2041,0.025,0.03,1113000,30189,61947,1680,9161,248,31620,0.981,31020,82000.7,5
2041,0.023,0.021,1113000,24752,61947,1378,9161,204,25926,0.981,25434,67234.23,6
2041,0.019,0.017,1113000,19696,61947,1096,9161,162,20631,0.981,20239,53501.36,7
2041,0.018,0.014,1113000,17823,61947,992,9161,147,18669,0.981,18314,48412.66,8
2041,0.017,0.016,1113000,18532,61947,1031,9161,153,19411,0.981,19042,50337.11,9
2041,0.025,0.021,1113000,25431,61947,1415,9161,209,26637,0.981,26131,69076.73,10
2041,0.023,0.016,1113000,22055,61947,1228,9161,182,23101,0.981,22662,59906.5,11
2041,0.02,0.016,1113000,20067,61947,1117,9161,165,21019,0.981,20620,54508.52,12
2041,0.02,0.028,1113000,26997,61947,1503,9161,222,28277,0.981,27741,73332.73,13
2041,0.021,0.018,1113000,21660,61947,1206,9161,178,22688,0.981,22257,58835.9,14
2041,0.023,0.019,1113000,23516,61947,1309,9161,194,24631,0.981,24164,63877.01,15
2041,0.02,0.047,1113000,36869,61947,2052,9161,303,38618,0.981,37885,100148.17,16
2041,0.019,0.019,1113000,21320,61947,1187,9161,175,22332,0.981,21908,57913.32,17
2041,0.018,0.018,1113000,19977,61947,1112,9161,164,20925,0.981,20527,54262.68,18
2041,0.024,0.023,1113000,25878,61947,1440,9161,213,27105,0.981,26590,70290.09,19
2041,0.033,0.022,1113000,30625,61947,1705,9161,252,32078,0.981,31469,83187.62,20
2041,0.019,0.031,1113000,27767,61947,1545,9161,229,29084,0.981,28532,75423.72,21
2041,0.027,0.034,1113000,33890,61947,1886,9161,279,35497,0.981,34823,92053.84,22
2041,0.035,0.022,1113000,32111,61947,1787,9161,264,33634,0.981,32995,87221.57,23
2041,0.025,0.024,1113000,27453,61947,1528,9161,226,28755,0.981,28209,74569.88,24
2041,0.022,0.054,1113000,42277,61947,2353,9161,348,44282,0.981,43442,114837.98,25
2041,0.023,0.024,1113000,25993,61947,1447,9161,214,27226,0.981,26709,70604.66,26
2041,0.033,0.029,1113000,34816,61947,1938,9161,287,36467,0.981,35775,94570.43,27
2041,0.027,0.02,1113000,26047,61947,1450,9161,214,27282,0.981,26764,70750.05,28
2041,0.017,0.023,1113000,22152,61947,1233,9161,182,23202,0.981,22762,60170.85,29
2041,0.021,0.024,1113000,24695,61947,1374,9161,203,25866,0.981,25375,67078.26,30
2041,0.02,0.019,1113000,21785,61947,1212,9161,179,22818,0.981,22385,59174.26,31
2041,0.021,0.029,1113000,27945,61947,1555,9161,230,29270,0.981,28715,75907.48,32
2041,0.022,0.019,1113000,22933,61947,1276,9161,189,24020,0.981,23564,62290.92,33
2041,0.022,0.02,1113000,23388,61947,1302,9161,192,24497,0.981,24032,63528.07,34
2041,0.023,0.016,1113000,21582,61947,1201,9161,178,22605,0.981,22176,58621.77,35
2041,0.02,0.021,1113000,23185,61947,1290,9161,191,24284,0.981,23823,62975.58,36
2041,0.024,0.018,1113000,23031,61947,1282,9161,190,24124,0.981,23666,62560.56,37
2041,0.025,0.017,1113000,23493,61947,1308,9161,193,24607,0.981,24140,63813.57,38
2041,0.021,0.019,1113000,22486,61947,1252,9161,185,23553,0.981,23105,61077.57,39
2041,0.024,0.017,1113000,22679,61947,1262,9161,187,23755,0.981,23304,61603.62,40
2041,0.026,0.02,1113000,25845,61947,1438,9161,213,27070,0.981,26556,70200.21,41
2041,0.028,0.02,1113000,26530,61947,1477,9161,218,27789,0.981,27261,72063.86,42
2041,0.02,0.018,1113000,21172,61947,1178,9161,174,22176,0.981,21755,57508.87,43
2041,0.023,0.027,1113000,27631,61947,1538,9161,227,28941,0.981,28392,75053.63,44
2042,0.022,0.018,1113000,21874,62267,1224,8704,171,22927,0.9876,22642,59853.63,1
2042,0.021,0.019,1113000,22245,62267,1244,8704,174,23315,0.9876,23025,60866.09,2
2042,0.02,0.025,1113000,25216,62267,1411,8704,197,26430,0.9876,26101,68997.43,3
2042,0.021,0.028,1113000,27390,62267,1532,8704,214,28708,0.9876,28352,74947.9,4
2042,0.025,0.03,1113000,30189,62267,1689,8704,236,31641,0.9876,31248,82603.41,5
2042,0.023,0.021,1113000,24752,62267,1385,8704,194,25943,0.9876,25621,67728.56,6
2042,0.019,0.017,1113000,19696,62267,1102,8704,154,20644,0.9876,20388,53895.23,7
2042,0.018,0.014,1113000,17823,62267,997,8704,139,18681,0.9876,18449,48769.53,8
2042,0.017,0.016,1113000,18532,62267,1037,8704,145,19424,0.9876,19182,50707.2,9
2042,0.025,0.021,1113000,25431,62267,1423,8704,199,26655,0.9876,26323,69584.28,10
2042,0.023,0.016,1113000,22055,62267,1234,8704,172,23116,0.9876,22829,60347.97,11
2042,0.02,0.016,1113000,20067,62267,1123,8704,157,21033,0.9876,20772,54910.33,12
2042,0.02,0.028,1113000,26997,62267,1510,8704,211,28296,0.9876,27945,73872,13
2042,0.021,0.018,1113000,21660,62267,1212,8704,169,22703,0.9876,22421,59269.43,14
2042,0.023,0.019,1113000,23516,62267,1316,8704,184,24648,0.9876,24341,64344.9,15
2042,0.02,0.047,1113000,36869,62267,2063,8704,288,38644,0.9876,38164,100885.7,16
2042,0.019,0.019,1113000,21320,62267,1193,8704,167,22346,0.9876,22069,58338.92,17
2042,0.018,0.018,1113000,19977,62267,1118,8704,156,20939,0.9876,20678,54661.84,18
2042,0.024,0.023,1113000,25878,62267,1448,8704,202,27123,0.9876,26786,70808.21,19
2042,0.033,0.022,1113000,30625,62267,1713,8704,240,32099,0.9876,31700,83798.26,20
2042,0.019,0.031,1113000,27767,62267,1553,8704,217,29103,0.9876,28742,75978.85,21
2042,0.027,0.034,1113000,33890,62267,1896,8704,265,35521,0.9876,35079,92730.57,22
2042,0.035,0.022,1113000,32111,62267,1796,8704,251,33656,0.9876,33238,87863.93,23
2042,0.025,0.024,1113000,27453,62267,1536,8704,215,28774,0.9876,28417,75119.72,24
2042,0.022,0.054,1113000,42277,62267,2365,8704,331,44312,0.9876,43761,115681.25,25
2042,0.023,0.024,1113000,25993,62267,1454,8704,203,27244,0.9876,26906,71125.43,26
2042,0.033,0.029,1113000,34816,62267,1948,8704,272,36491,0.9876,36038,95265.67,27
2042,0.027,0.02,1113000,26047,62267,1457,8704,204,27301,0.9876,26961,71270.82,28
2042,0.017,0.023,1113000,22152,62267,1239,8704,173,23218,0.9876,22929,60612.31,29
2042,0.021,0.024,1113000,24695,62267,1382,8704,193,25884,0.9876,25562,67572.59,30
2042,0.02,0.019,1113000,21785,62267,1219,8704,170,22833,0.9876,22549,59607.79,31
2042,0.021,0.029,1113000,27945,62267,1563,8704,219,29290,0.9876,28926,76465.25,32
2042,0.022,0.019,1113000,22933,62267,1283,8704,179,24036,0.9876,23737,62748.24,33
2042,0.022,0.02,1113000,23388,62267,1308,8704,183,24514,0.9876,24209,63995.97,34
2042,0.023,0.016,1113000,21582,62267,1207,8704,169,22620,0.9876,22339,59052.66,35
2042,0.02,0.021,1113000,23185,62267,1297,8704,181,24301,0.9876,23999,63440.83,36
2042,0.024,0.018,1113000,23031,62267,1288,8704,180,24140,0.9876,23840,63020.52,37
2042,0.025,0.017,1113000,23493,62267,1314,8704,184,24624,0.9876,24318,64284.1,38
2042,0.021,0.019,1113000,22486,62267,1258,8704,176,23568,0.9876,23275,61526.96,39
2042,0.024,0.017,1113000,22679,62267,1269,8704,177,23771,0.9876,23475,62055.65,40
2042,0.026,0.02,1113000,25845,62267,1446,8704,202,27088,0.9876,26752,70718.33,41
2042,0.028,0.02,1113000,26530,62267,1484,8704,207,27807,0.9876,27462,72595.2,42
2042,0.02,0.018,1113000,21172,62267,1184,8704,166,22191,0.9876,21915,57931.83,43
2042,0.023,0.027,1113000,27631,62267,1546,8704,216,28961,0.9876,28601,75606.12,44
2043,0.022,0.018,1113000,21874,62650,1231,8271,163,22943,0.9919,22757,60157.63,1
2043,0.021,0.019,1113000,22245,62650,1252,8271,165,23331,0.9919,23142,61175.37,2
2043,0.02,0.025,1113000,25216,62650,1419,8271,187,26448,0.9919,26234,69349.01,3
2043,0.021,0.028,1113000,27390,62650,1542,8271,204,28729,0.9919,28495,75325.91,4
2043,0.025,0.03,1113000,30189,62650,1699,8271,224,31663,0.9919,31407,83023.72,5
2043,0.023,0.021,1113000,24752,62650,1393,8271,184,25961,0.9919,25751,68072.21,6
2043,0.019,0.017,1113000,19696,62650,1109,8271,146,20659,0.9919,20491,54167.51,7
2043,0.018,0.014,1113000,17823,62650,1003,8271,132,18694,0.9919,18543,49018.02,8
2043,0.017,0.016,1113000,18532,62650,1043,8271,138,19437,0.9919,19280,50966.26,9
2043,0.025,0.021,1113000,25431,62650,1431,8271,189,26673,0.9919,26457,69938.5,10
2043,0.023,0.016,1113000,22055,62650,1241,8271,164,23133,0.9919,22945,60654.61,11
2043,0.02,0.016,1113000,20067,62650,1130,8271,149,21048,0.9919,20877,55187.9,12
2043,0.02,0.028,1113000,26997,62650,1520,8271,201,28316,0.9919,28086,74244.73,13
2043,0.021,0.018,1113000,21660,62650,1219,8271,161,22719,0.9919,22534,59568.14,14
2043,0.023,0.019,1113000,23516,62650,1324,8271,175,24665,0.9919,24465,64672.7,15
2043,0.02,0.047,1113000,36869,62650,2075,8271,274,38671,0.9919,38357,101395.9,16
2043,0.019,0.019,1113000,21320,62650,1200,8271,158,22362,0.9919,22181,58634.99,17
2043,0.018,0.018,1113000,19977,62650,1124,8271,148,20953,0.9919,20783,54939.41,18
2043,0.024,0.023,1113000,25878,62650,1457,8271,192,27142,0.9919,26922,71167.72,19
2043,0.033,0.022,1113000,30625,62650,1724,8271,228,32122,0.9919,31861,84223.86,20
2043,0.019,0.031,1113000,27767,62650,1563,8271,206,29124,0.9919,28887,76362.16,21
2043,0.027,0.034,1113000,33890,62650,1908,8271,252,35545,0.9919,35257,93201.11,22
2043,0.035,0.022,1113000,32111,62650,1807,8271,239,33680,0.9919,33406,88308.03,23
2043,0.025,0.024,1113000,27453,62650,1545,8271,204,28794,0.9919,28561,75500.38,24
2043,0.022,0.054,1113000,42277,62650,2380,8271,314,44343,0.9919,43983,116268.1,25
2043,0.023,0.024,1113000,25993,62650,1463,8271,193,27263,0.9919,27042,71484.94,26
2043,0.033,0.029,1113000,34816,62650,1960,8271,259,36517,0.9919,36221,95749.43,27
2043,0.027,0.02,1113000,26047,62650,1466,8271,194,27320,0.9919,27098,71632.97,28
2043,0.017,0.023,1113000,22152,62650,1247,8271,165,23234,0.9919,23046,60921.6,29
2043,0.021,0.024,1113000,24695,62650,1390,8271,184,25902,0.9919,25692,67916.24,30
2043,0.02,0.019,1113000,21785,62650,1226,8271,162,22849,0.9919,22664,59911.79,31
2043,0.021,0.029,1113000,27945,62650,1573,8271,208,29310,0.9919,29073,76853.84,32
2043,0.022,0.019,1113000,22933,62650,1291,8271,170,24053,0.9919,23858,63068.1,33
2043,0.022,0.02,1113000,23388,62650,1316,8271,174,24531,0.9919,24332,64321.11,34
2043,0.023,0.016,1113000,21582,62650,1215,8271,160,22636,0.9919,22452,59351.37,35
2043,0.02,0.021,1113000,23185,62650,1305,8271,172,24318,0.9919,24120,63760.7,36
2043,0.024,0.018,1113000,23031,62650,1296,8271,171,24157,0.9919,23961,63340.38,37
2043,0.025,0.017,1113000,23493,62650,1322,8271,175,24641,0.9919,24441,64609.25,38
2043,0.021,0.019,1113000,22486,62650,1266,8271,167,23585,0.9919,23393,61838.89,39
2043,0.024,0.017,1113000,22679,62650,1277,8271,169,23787,0.9919,23594,62370.23,40
2043,0.026,0.02,1113000,25845,62650,1455,8271,192,27107,0.9919,26887,71075.2,41
2043,0.028,0.02,1113000,26530,62650,1493,8271,197,27827,0.9919,27601,72962.64,42
2043,0.02,0.018,1113000,21172,62650,1192,8271,157,22206,0.9919,22026,58225.25,43
2043,0.023,0.027,1113000,27631,62650,1555,8271,205,28981,0.9919,28746,75989.43,44
2044,0.022,0.018,1113000,21874,63096,1240,7859,154,22960,0.9947,22839,60374.4,1
2044,0.021,0.019,1113000,22245,63096,1261,7859,157,23349,0.9947,23225,61394.78,2
2044,0.02,0.025,1113000,25216,63096,1430,7859,178,26468,0.9947,26328,69597.5,3
2044,0.021,0.028,1113000,27390,63096,1553,7859,193,28750,0.9947,28598,75598.19,4
2044,0.025,0.03,1113000,30189,63096,1711,7859,213,31687,0.9947,31519,83319.79,5
2044,0.023,0.021,1113000,24752,63096,1403,7859,175,25981,0.9947,25843,68315.41,6
2044,0.019,0.017,1113000,19696,63096,1117,7859,139,20674,0.9947,20565,54363.13,7
2044,0.018,0.014,1113000,17823,63096,1010,7859,126,18708,0.9947,18609,49192.49,8
2044,0.017,0.016,1113000,18532,63096,1051,7859,131,19452,0.9947,19349,51148.66,9
2044,0.025,0.021,1113000,25431,63096,1442,7859,180,26693,0.9947,26552,70189.63,10
2044,0.023,0.016,1113000,22055,63096,1250,7859,156,23150,0.9947,23027,60871.37,11
2044,0.02,0.016,1113000,20067,63096,1138,7859,142,21063,0.9947,20952,55386.16,12
2044,0.02,0.028,1113000,26997,63096,1530,7859,191,28337,0.9947,28187,74511.72,13
2044,0.021,0.018,1113000,21660,63096,1228,7859,153,22735,0.9947,22615,59782.26,14
2044,0.023,0.019,1113000,23516,63096,1333,7859,166,24683,0.9947,24553,64905.32,15
2044,0.02,0.047,1113000,36869,63096,2090,7859,260,38699,0.9947,38495,101760.7,16
2044,0.019,0.019,1113000,21320,63096,1209,7859,151,22379,0.9947,22260,58843.83,17
2044,0.018,0.018,1113000,19977,63096,1133,7859,141,20969,0.9947,20858,55137.67,18
2044,0.024,0.023,1113000,25878,63096,1467,7859,183,27162,0.9947,27018,71421.5,19
2044,0.033,0.022,1113000,30625,63096,1736,7859,216,32145,0.9947,31975,84525.22,20
2044,0.019,0.031,1113000,27767,63096,1574,7859,196,29145,0.9947,28991,76637.08,21
2044,0.027,0.034,1113000,33890,63096,1921,7859,239,35572,0.9947,35383,93534.19,22
2044,0.035,0.022,1113000,32111,63096,1820,7859,227,33705,0.9947,33526,88625.25,23
2044,0.025,0.024,1113000,27453,63096,1556,7859,194,28815,0.9947,28663,75770.02,24
2044,0.022,0.054,1113000,42277,63096,2397,7859,299,44376,0.9947,44141,116685.77,25
2044,0.023,0.024,1113000,25993,63096,1474,7859,184,27283,0.9947,27139,71741.36,26
2044,0.033,0.029,1113000,34816,63096,1974,7859,246,36544,0.9947,36350,96090.43,27
2044,0.027,0.02,1113000,26047,63096,1477,7859,184,27340,0.9947,27195,71889.39,28
2044,0.017,0.023,1113000,22152,63096,1256,7859,156,23251,0.9947,23128,61138.37,29
2044,0.021,0.024,1113000,24695,63096,1400,7859,174,25921,0.9947,25784,68159.44,30
2044,0.02,0.019,1113000,21785,63096,1235,7859,154,22866,0.9947,22745,60125.91,31
2044,0.021,0.029,1113000,27945,63096,1584,7859,197,29332,0.9947,29177,77128.77,32
2044,0.022,0.019,1113000,22933,63096,1300,7859,162,24071,0.9947,23943,63292.8,33
2044,0.022,0.02,1113000,23388,63096,1326,7859,165,24549,0.9947,24419,64551.1,34
2044,0.023,0.016,1113000,21582,63096,1223,7859,152,22653,0.9947,22533,59565.5,35
2044,0.02,0.021,1113000,23185,63096,1314,7859,164,24335,0.9947,24207,63990.68,36
2044,0.024,0.018,1113000,23031,63096,1306,7859,163,24174,0.9947,24047,63567.72,37
2044,0.025,0.017,1113000,23493,63096,1332,7859,166,24659,0.9947,24528,64839.23,38
2044,0.021,0.019,1113000,22486,63096,1275,7859,159,23602,0.9947,23477,62060.94,39
2044,0.024,0.017,1113000,22679,63096,1286,7859,160,23805,0.9947,23679,62594.92,40
2044,0.026,0.02,1113000,25845,63096,1465,7859,182,27127,0.9947,26984,71331.62,41
2044,0.028,0.02,1113000,26530,63096,1504,7859,187,27847,0.9947,27700,73224.35,42
2044,0.02,0.018,1113000,21172,63096,1200,7859,149,22222,0.9947,22105,58434.09,43
2044,0.023,0.027,1113000,27631,63096,1566,7859,195,29002,0.9947,28849,76261.7,44
2045,0.022,0.018,1113000,21874,63606,1250,7467,147,22978,0.9966,22899,60533.01,1
2045,0.021,0.019,1113000,22245,63606,1271,7467,149,23367,0.9966,23286,61556.03,2
2045,0.02,0.025,1113000,25216,63606,1441,7467,169,26488,0.9966,26397,69779.9,3
2045,0.021,0.028,1113000,27390,63606,1565,7467,184,28772,0.9966,28673,75796.45,4
2045,0.025,0.03,1113000,30189,63606,1725,7467,203,31711,0.9966,31602,83539.2,5
2045,0.023,0.021,1113000,24752,63606,1415,7467,166,26001,0.9966,25911,68495.17,6
2045,0.019,0.017,1113000,19696,63606,1126,7467,132,20690,0.9966,20619,54505.88,7
2045,0.018,0.014,1113000,17823,63606,1019,7467,120,18722,0.9966,18658,49322.02,8
2045,0.017,0.016,1113000,18532,63606,1059,7467,124,19467,0.9966,19399,51280.83,9
2045,0.025,0.021,1113000,25431,63606,1453,7467,171,26714,0.9966,26622,70374.68,10
2045,0.023,0.016,1113000,22055,63606,1260,7467,148,23167,0.9966,23088,61032.63,11
2045,0.02,0.016,1113000,20067,63606,1147,7467,135,21079,0.9966,21007,55531.55,12
2045,0.02,0.028,1113000,26997,63606,1543,7467,181,28359,0.9966,28261,74707.34,13
2045,0.021,0.018,1113000,21660,63606,1238,7467,145,22753,0.9966,22674,59938.23,14
2045,0.023,0.019,1113000,23516,63606,1344,7467,158,24702,0.9966,24617,65074.5,15
2045,0.02,0.047,1113000,36869,63606,2107,7467,247,38729,0.9966,38596,102027.69,16
2045,0.019,0.019,1113000,21320,63606,1218,7467,143,22396,0.9966,22319,58999.79,17
2045,0.018,0.018,1113000,19977,63606,1142,7467,134,20985,0.9966,20912,55280.42,18
2045,0.024,0.023,1113000,25878,63606,1479,7467,174,27183,0.9966,27089,71609.18,19
2045,0.033,0.022,1113000,30625,63606,1750,7467,205,32170,0.9966,32059,84747.27,20
2045,0.019,0.031,1113000,27767,63606,1587,7467,186,29168,0.9966,29067,76837.98,21
2045,0.027,0.034,1113000,33890,63606,1937,7467,227,35599,0.9966,35476,93780.03,22
2045,0.035,0.022,1113000,32111,63606,1835,7467,215,33731,0.9966,33614,88857.88,23
2045,0.025,0.024,1113000,27453,63606,1569,7467,184,28838,0.9966,28738,75968.28,24
2045,0.022,0.054,1113000,42277,63606,2416,7467,284,44410,0.9966,44257,116992.42,25
2045,0.023,0.024,1113000,25993,63606,1485,7467,174,27304,0.9966,27210,71929.04,26
2045,0.033,0.029,1113000,34816,63606,1990,7467,234,36572,0.9966,36446,96344.21,27
2045,0.027,0.02,1113000,26047,63606,1489,7467,175,27361,0.9966,27267,72079.72,28
2045,0.017,0.023,1113000,22152,63606,1266,7467,149,23269,0.9966,23189,61299.62,29
2045,0.021,0.024,1113000,24695,63606,1411,7467,166,25941,0.9966,25851,68336.56,30
2045,0.02,0.019,1113000,21785,63606,1245,7467,146,22884,0.9966,22805,60284.52,31
2045,0.021,0.029,1113000,27945,63606,1597,7467,187,29355,0.9966,29254,77332.31,32
2045,0.022,0.019,1113000,22933,63606,1311,7467,154,24089,0.9966,24006,63459.34,33
2045,0.022,0.02,1113000,23388,63606,1337,7467,157,24568,0.9966,24483,64720.28,34
2045,0.023,0.016,1113000,21582,63606,1233,7467,145,22670,0.9966,22592,59721.46,35
2045,0.02,0.021,1113000,23185,63606,1325,7467,156,24354,0.9966,24270,64157.22,36
2045,0.024,0.018,1113000,23031,63606,1316,7467,155,24193,0.9966,24110,63734.26,37
2045,0.025,0.017,1113000,23493,63606,1343,7467,158,24678,0.9966,24593,65011.06,38
2045,0.021,0.019,1113000,22486,63606,1285,7467,151,23620,0.9966,23539,62224.83,39
2045,0.024,0.017,1113000,22679,63606,1296,7467,152,23823,0.9966,23741,62758.82,40
2045,0.026,0.02,1113000,25845,63606,1477,7467,173,27148,0.9966,27055,71519.3,41
2045,0.028,0.02,1113000,26530,63606,1516,7467,178,27869,0.9966,27773,73417.32,42
2045,0.02,0.018,1113000,21172,63606,1210,7467,142,22240,0.9966,22163,58587.41,43
2045,0.023,0.027,1113000,27631,63606,1579,7467,185,29025,0.9966,28925,76462.61,44
