year,pop,income,toronto_initial,ward_initial,toronto_sales,ward_sales,toronto_disposal,ward-disposal,ward_totalcars,ev_percentage,ward_evpop,EV_Load,AREA_LONG_
2033,0.033,0.029,1113000,34816,61664,1929,13787,431,36314,0.6225,22606,59758.47,27
2033,0.027,0.02,1113000,26047,61664,1443,13787,323,27168,0.6225,16912,44706.5,28
2033,0.017,0.023,1113000,22152,61664,1227,13787,274,23105,0.6225,14383,38021.15,29
2033,0.021,0.024,1113000,24695,61664,1368,13787,306,25758,0.6225,16034,42385.53,30
2033,0.02,0.019,1113000,21785,61664,1207,13787,270,22722,0.6225,14145,37392,31
2033,0.021,0.029,1113000,27945,61664,1548,13787,346,29147,0.6225,18144,47963.27,32
2033,0.022,0.019,1113000,22933,61664,1271,13787,284,23919,0.6225,14890,39361.39,33
2033,0.022,0.02,1113000,23388,61664,1296,13787,290,24394,0.6225,15186,40143.86,34
2033,0.023,0.016,1113000,21582,61664,1196,13787,267,22510,0.6225,14013,37043.06,35
2033,0.02,0.021,1113000,23185,61664,1285,13787,287,24182,0.6225,15054,39794.92,36
2033,0.024,0.018,1113000,23031,61664,1276,13787,285,24022,0.6225,14954,39530.57,37
2033,0.025,0.017,1113000,23493,61664,1302,13787,291,24504,0.6225,15254,40323.62,38
2033,0.021,0.019,1113000,22486,61664,1246,13787,279,23453,0.6225,14600,38594.78,39
2033,0.024,0.017,1113000,22679,61664,1257,13787,281,23655,0.6225,14725,38925.22,40
2033,0.026,0.02,1113000,25845,61664,1432,13787,320,26956,0.6225,16781,44360.21,41
2033,0.028,0.02,1113000,26530,61664,1470,13787,329,27672,0.6225,17226,45536.56,42
2033,0.02,0.018,1113000,21172,61664,1173,13787,262,22082,0.6225,13747,36339.9,43
2033,0.023,0.027,1113000,27631,61664,1531,13787,342,28820,0.6225,17940,47424,44
2034,0.022,0.018,1113000,21874,61478,1208,13100,257,22825,0.7172,16371,43276.38,1
2034,0.021,0.019,1113000,22245,61478,1229,13100,262,23211,0.7172,16648,44008.63,2
2034,0.02,0.025,1113000,25216,61478,1393,13100,297,26312,0.7172,18872,49887.72,3
2034,0.021,0.028,1113000,27390,61478,1513,13100,322,28581,0.7172,20499,54188.66,4
2034,0.025,0.03,1113000,30189,61478,1667,13100,355,31501,0.7172,22594,59726.75,5
2034,0.023,0.021,1113000,24752,61478,1367,13100,291,25828,0.7172,18525,48970.43,6
2034,0.019,0.017,1113000,19696,61478,1088,13100,232,20553,0.7172,14741,38967.51,7
2034,0.018,0.014,1113000,17823,61478,985,13100,210,18598,0.7172,13339,35261.36,8
2034,0.017,0.016,1113000,18532,61478,1024,13100,218,19337,0.7172,13869,36662.4,9
2034,0.025,0.021,1113000,25431,61478,1405,13100,299,26536,0.7172,19033,50313.32,10
2034,0.023,0.016,1113000,22055,61478,1218,13100,260,23014,0.7172,16506,43633.25,11
2034,0.02,0.016,1113000,20067,61478,1108,13100,236,20939,0.7172,15019,39702.4,12
2034,0.02,0.028,1113000,26997,61478,1491,13100,318,28170,0.7172,20205,53411.48,13
2034,0.021,0.018,1113000,21660,61478,1196,13100,255,22602,0.7172,16211,42853.43,14
2034,0.023,0.019,1113000,23516,61478,1299,13100,277,24538,0.7172,17600,46525.22,15
2034,0.02,0.047,1113000,36869,61478,2037,13100,434,38472,0.7172,27594,72944.14,16
2034,0.019,0.019,1113000,21320,61478,1178,13100,251,22247,0.7172,15956,42179.34,17
2034,0.018,0.018,1113000,19977,61478,1103,13100,235,20845,0.7172,14951,39522.64,18
2034,0.024,0.023,1113000,25878,61478,1429,13100,305,27002,0.7172,19367,51196.24,19
2034,0.033,0.022,1113000,30625,61478,1692,13100,360,31956,0.7172,22920,60588.52,20
2034,0.019,0.031,1113000,27767,61478,1534,13100,327,28974,0.7172,20781,54934.12,21
2034,0.027,0.034,1113000,33890,61478,1872,13100,399,35363,0.7172,25363,67046.54,22
2034,0.035,0.022,1113000,32111,61478,1774,13100,378,33507,0.7172,24032,63528.07,23
2034,0.025,0.024,1113000,27453,61478,1516,13100,323,28646,0.7172,20546,54312.9,24
2034,0.022,0.054,1113000,42277,61478,2335,13100,498,44115,0.7172,31641,83642.3,25
2034,0.023,0.024,1113000,25993,61478,1436,13100,306,27123,0.7172,19454,51426.23,26
2034,0.033,0.029,1113000,34816,61478,1923,13100,410,36329,0.7172,26057,68881.11,27
2034,0.027,0.02,1113000,26047,61478,1439,13100,307,27179,0.7172,19494,51531.97,28
2034,0.017,0.023,1113000,22152,61478,1224,13100,261,23115,0.7172,16579,43826.23,29
2034,0.021,0.024,1113000,24695,61478,1364,13100,291,25769,0.7172,18482,48856.77,30
2034,0.02,0.019,1113000,21785,61478,1203,13100,256,22732,0.7172,16304,43099.27,31
2034,0.021,0.029,1113000,27945,61478,1544,13100,329,29160,0.7172,20915,55288.35,32
2034,0.022,0.019,1113000,22933,61478,1267,13100,270,23929,0.7172,17163,45370.02,33
2034,0.022,0.02,1113000,23388,61478,1292,13100,275,24405,0.7172,17504,46271.44,34
2034,0.023,0.016,1113000,21582,61478,1192,13100,254,22520,0.7172,16152,42697.46,35
2034,0.02,0.021,1113000,23185,61478,1281,13100,273,24193,0.7172,17352,45869.63,36
2034,0.024,0.018,1113000,23031,61478,1272,13100,271,24033,0.7172,17237,45565.63,37
2034,0.025,0.017,1113000,23493,61478,1298,13100,277,24514,0.7172,17582,46477.63,38
2034,0.021,0.019,1113000,22486,61478,1242,13100,265,23464,0.7172,16829,44487.1,39
2034,0.024,0.017,1113000,22679,61478,1253,13100,267,23665,0.7172,16974,44870.4,40
2034,0.026,0.02,1113000,25845,61478,1428,13100,304,26968,0.7172,19342,51130.16,41
2034,0.028,0.02,1113000,26530,61478,1465,13100,312,27684,0.7172,19856,52488.9,42
2034,0.02,0.018,1113000,21172,61478,1169,13100,249,22092,0.7172,15845,41885.91,43
2034,0.023,0.027,1113000,27631,61478,1526,13100,325,28832,0.7172,20679,54664.49,44
2035,0.022,0.018,1113000,21874,61355,1206,12448,245,22836,0.796,18177,48050.5,1
2035,0.021,0.019,1113000,22245,61355,1226,12448,249,23222,0.796,18484,48862.05,2
2035,0.02,0.025,1113000,25216,61355,1390,12448,282,26324,0.796,20954,55391.44,3
2035,0.021,0.028,1113000,27390,61355,1510,12448,306,28594,0.796,22760,60165.57,4
2035,0.025,0.03,1113000,30189,61355,1664,12448,338,31515,0.796,25086,66314.3,5
2035,0.023,0.021,1113000,24752,61355,1364,12448,277,25840,0.796,20568,54371.06,6
2035,0.019,0.017,1113000,19696,61355,1086,12448,220,20562,0.796,16367,43265.81,7
2035,0.018,0.014,1113000,17823,61355,983,12448,199,18607,0.796,14811,39152.56,8
2035,0.017,0.016,1113000,18532,61355,1022,12448,207,19346,0.796,15399,40706.92,9
2035,0.025,0.021,1113000,25431,61355,1402,12448,284,26548,0.796,21132,55861.98,10
2035,0.023,0.016,1113000,22055,61355,1216,12448,247,23024,0.796,18327,48447.03,11
2035,0.02,0.016,1113000,20067,61355,1106,12448,224,20949,0.796,16675,44080,12
2035,0.02,0.028,1113000,26997,61355,1488,12448,302,28183,0.796,22433,59301.15,13
2035,0.021,0.018,1113000,21660,61355,1194,12448,242,22612,0.796,17999,47579.97,14
2035,0.023,0.019,1113000,23516,61355,1296,12448,263,24549,0.796,19541,51656.21,15
2035,0.02,0.047,1113000,36869,61355,2032,12448,412,38490,0.796,30637,80988.24,16
2035,0.019,0.019,1113000,21320,61355,1175,12448,238,22257,0.796,17716,46831.86,17
2035,0.018,0.018,1113000,19977,61355,1101,12448,223,20855,0.796,16600,43881.74,18
2035,0.024,0.023,1113000,25878,61355,1427,12448,289,27015,0.796,21503,56842.71,19
2035,0.033,0.022,1113000,30625,61355,1688,12448,343,31971,0.796,25448,67271.23,20
2035,0.019,0.031,1113000,27767,61355,1531,12448,311,28987,0.796,23073,60992.97,21
2035,0.027,0.034,1113000,33890,61355,1868,12448,379,35379,0.796,28161,74442.99,22
2035,0.035,0.022,1113000,32111,61355,1770,12448,359,33522,0.796,26683,70535.93,23
2035,0.025,0.024,1113000,27453,61355,1513,12448,307,28659,0.796,22812,60303.03,24
2035,0.022,0.054,1113000,42277,61355,2331,12448,473,44135,0.796,35131,92868.03,25
2035,0.023,0.024,1113000,25993,61355,1433,12448,291,27135,0.796,21599,57096.49,26
2035,0.033,0.029,1113000,34816,61355,1919,12448,389,36346,0.796,28931,76478.47,27
2035,0.027,0.02,1113000,26047,61355,1436,12448,291,27192,0.796,21644,57215.44,28
2035,0.017,0.023,1113000,22152,61355,1221,12448,248,23125,0.796,18407,48658.5,29
2035,0.021,0.024,1113000,24695,61355,1361,12448,276,25780,0.796,20521,54246.82,30
2035,0.02,0.019,1113000,21785,61355,1201,12448,244,22742,0.796,18102,47852.24,31
2035,0.021,0.029,1113000,27945,61355,1540,12448,313,29173,0.796,23221,61384.21,32
2035,0.022,0.019,1113000,22933,61355,1264,12448,256,23940,0.796,19056,50374.12,33
2035,0.022,0.02,1113000,23388,61355,1289,12448,262,24416,0.796,19435,51376,34
2035,0.023,0.016,1113000,21582,61355,1190,12448,241,22530,0.796,17934,47408.14,35
2035,0.02,0.021,1113000,23185,61355,1278,12448,259,24204,0.796,19266,50929.25,36
2035,0.024,0.018,1113000,23031,61355,1270,12448,258,24043,0.796,19138,50590.89,37
2035,0.025,0.017,1113000,23493,61355,1295,12448,263,24525,0.796,19522,51605.98,38
2035,0.021,0.019,1113000,22486,61355,1240,12448,251,23474,0.796,18685,49393.39,39
2035,0.024,0.017,1113000,22679,61355,1250,12448,254,23676,0.796,18846,49818.99,40
2035,0.026,0.02,1113000,25845,61355,1425,12448,289,26980,0.796,21476,56771.34,41
2035,0.028,0.02,1113000,26530,61355,1463,12448,297,27696,0.796,22046,58278.12,42
2035,0.02,0.018,1113000,21172,61355,1167,12448,237,22102,0.796,17593,46506.71,43
2035,0.023,0.027,1113000,27631,61355,1523,12448,309,28845,0.796,22960,60694.26,44
2036,0.022,0.018,1113000,21874,61295,1205,11828,232,22847,0.8572,19583,51767.23,1
2036,0.021,0.019,1113000,22245,61295,1225,11828,236,23233,0.8572,19915,52644.87,2
2036,0.02,0.025,1113000,25216,61295,1389,11828,268,26337,0.8572,22575,59676.52,3
2036,0.021,0.028,1113000,27390,61295,1508,11828,291,28608,0.8572,24522,64823.37,4
2036,0.025,0.03,1113000,30189,61295,1663,11828,321,31530,0.8572,27027,71445.29,5
2036,0.023,0.021,1113000,24752,61295,1363,11828,263,25852,0.8572,22160,58579.48,6
2036,0.019,0.017,1113000,19696,61295,1085,11828,209,20572,0.8572,17634,46615.1,7
2036,0.018,0.014,1113000,17823,61295,982,11828,189,18616,0.8572,15957,42181.98,8
2036,0.017,0.016,1113000,18532,61295,1021,11828,197,19355,0.8572,16591,43857.95,9
2036,0.025,0.021,1113000,25431,61295,1401,11828,270,26561,0.8572,22767,60184.07,10
2036,0.023,0.016,1113000,22055,61295,1215,11828,234,23035,0.8572,19745,52195.48,11
2036,0.02,0.016,1113000,20067,61295,1105,11828,213,20959,0.8572,17965,47490.09,12
2036,0.02,0.028,1113000,26997,61295,1487,11828,287,28197,0.8572,24169,63890.23,13
2036,0.021,0.018,1113000,21660,61295,1193,11828,230,22623,0.8572,19392,51262.33,14
2036,0.023,0.019,1113000,23516,61295,1295,11828,250,24561,0.8572,21053,55653.15,15
2036,0.02,0.047,1113000,36869,61295,2030,11828,392,38508,0.8572,33008,87255.93,16
2036,0.019,0.019,1113000,21320,61295,1174,11828,227,22268,0.8572,19087,50456.07,17
2036,0.018,0.018,1113000,19977,61295,1100,11828,212,20865,0.8572,17885,47278.61,18
2036,0.024,0.023,1113000,25878,61295,1425,11828,275,27028,0.8572,23167,61241.46,19
2036,0.033,0.022,1113000,30625,61295,1687,11828,325,31986,0.8572,27418,72478.89,20
2036,0.019,0.031,1113000,27767,61295,1529,11828,295,29001,0.8572,24859,65714.23,21
2036,0.027,0.034,1113000,33890,61295,1866,11828,360,35396,0.8572,30340,80203.13,22
2036,0.035,0.022,1113000,32111,61295,1768,11828,341,33538,0.8572,28748,75994.71,23
2036,0.025,0.024,1113000,27453,61295,1512,11828,292,28673,0.8572,24578,64971.41,24
2036,0.022,0.054,1113000,42277,61295,2328,11828,449,44156,0.8572,37849,100053.01,25
2036,0.023,0.024,1113000,25993,61295,1432,11828,276,27149,0.8572,23271,61516.38,26
2036,0.033,0.029,1113000,34816,61295,1917,11828,370,36363,0.8572,31169,82394.57,27
2036,0.027,0.02,1113000,26047,61295,1434,11828,277,27205,0.8572,23319,61643.27,28
2036,0.017,0.023,1113000,22152,61295,1220,11828,235,23136,0.8572,19832,52425.46,29
2036,0.021,0.024,1113000,24695,61295,1360,11828,262,25793,0.8572,22109,58444.66,30
2036,0.02,0.019,1113000,21785,61295,1200,11828,231,22753,0.8572,19503,51555.76,31
2036,0.021,0.029,1113000,27945,61295,1539,11828,297,29187,0.8572,25018,66134.54,32
2036,0.022,0.019,1113000,22933,61295,1263,11828,244,23952,0.8572,20531,54273.25,33
2036,0.022,0.02,1113000,23388,61295,1288,11828,249,24427,0.8572,20938,55349.15,34
2036,0.023,0.016,1113000,21582,61295,1189,11828,229,22541,0.8572,19321,51074.64,35
2036,0.02,0.021,1113000,23185,61295,1277,11828,246,24215,0.8572,20757,54870.68,36
2036,0.024,0.018,1113000,23031,61295,1268,11828,245,24055,0.8572,20619,54505.88,37
2036,0.025,0.017,1113000,23493,61295,1294,11828,250,24537,0.8572,21032,55597.63,38
2036,0.021,0.019,1113000,22486,61295,1238,11828,239,23486,0.8572,20131,53215.86,39
2036,0.024,0.017,1113000,22679,61295,1249,11828,241,23687,0.8572,20304,53673.18,40
2036,0.026,0.02,1113000,25845,61295,1423,11828,275,26993,0.8572,23138,61164.8,41
2036,0.028,0.02,1113000,26530,61295,1461,11828,282,27710,0.8572,23752,62787.9,42
2036,0.02,0.018,1113000,21172,61295,1166,11828,225,22113,0.8572,18954,50104.49,43
2036,0.023,0.027,1113000,27631,61295,1522,11828,294,28859,0.8572,24737,65391.72,44
2037,0.022,0.018,1113000,21874,61299,1205,11238,221,22858,0.9023,20624,54519.1,1
2037,0.021,0.019,1113000,22245,61299,1225,11238,225,23245,0.9023,20973,55441.67,2
2037,0.02,0.025,1113000,25216,61299,1389,11238,255,26350,0.9023,23775,62848.7,3
2037,0.021,0.028,1113000,27390,61299,1509,11238,277,28622,0.9023,25825,68267.83,4
2037,0.025,0.03,1113000,30189,61299,1663,11238,305,31546,0.9023,28463,75241.32,5
2037,0.023,0.021,1113000,24752,61299,1363,11238,250,25865,0.9023,23337,61690.85,6
2037,0.019,0.017,1113000,19696,61299,1085,11238,199,20582,0.9023,18571,49092.03,7
2037,0.018,0.014,1113000,17823,61299,982,11238,180,18625,0.9023,16805,44423.65,8
2037,0.017,0.016,1113000,18532,61299,1021,11238,187,19365,0.9023,17473,46189.5,9
2037,0.025,0.021,1113000,25431,61299,1401,11238,257,26575,0.9023,23977,63382.68,10
2037,0.023,0.016,1113000,22055,61299,1215,11238,223,23047,0.9023,20794,54968.49,11
2037,0.02,0.016,1113000,20067,61299,1105,11238,203,20970,0.9023,18920,50014.61,12
2037,0.02,0.028,1113000,26997,61299,1487,11238,273,28211,0.9023,25454,67287.1,13
2037,0.021,0.018,1113000,21660,61299,1193,11238,219,22634,0.9023,20422,53985.11,14
2037,0.023,0.019,1113000,23516,61299,1295,11238,237,24574,0.9023,22172,58611.2,15
2037,0.02,0.047,1113000,36869,61299,2031,11238,372,38528,0.9023,34762,91892.59,16
2037,0.019,0.019,1113000,21320,61299,1174,11238,215,22279,0.9023,20102,53139.2,17
2037,0.018,0.018,1113000,19977,61299,1100,11238,202,20876,0.9023,18835,49789.91,18
2037,0.024,0.023,1113000,25878,61299,1425,11238,261,27041,0.9023,24398,64495.58,19
2037,0.033,0.022,1113000,30625,61299,1687,11238,309,32003,0.9023,28875,76330.43,20
2037,0.019,0.031,1113000,27767,61299,1529,11238,280,29016,0.9023,26180,69206.26,21
2037,0.027,0.034,1113000,33890,61299,1866,11238,342,35414,0.9023,31952,84464.42,22
2037,0.035,0.022,1113000,32111,61299,1769,11238,324,33555,0.9023,30275,80031.3,23
2037,0.025,0.024,1113000,27453,61299,1512,11238,277,28688,0.9023,25884,68423.79,24
2037,0.022,0.054,1113000,42277,61299,2328,11238,427,44179,0.9023,39861,105371.69,25
2037,0.023,0.024,1113000,25993,61299,1432,11238,262,27162,0.9023,24507,64783.72,26
2037,0.033,0.029,1113000,34816,61299,1918,11238,352,36382,0.9023,32826,86774.82,27
2037,0.027,0.02,1113000,26047,61299,1435,11238,263,27219,0.9023,24558,64918.54,28
2037,0.017,0.023,1113000,22152,61299,1220,11238,224,23148,0.9023,20886,55211.69,29
2037,0.021,0.024,1113000,24695,61299,1360,11238,249,25806,0.9023,23284,61550.75,30
2037,0.02,0.019,1113000,21785,61299,1200,11238,220,22765,0.9023,20539,54294.4,31
2037,0.021,0.029,1113000,27945,61299,1539,11238,282,29202,0.9023,26348,69650.37,32
2037,0.022,0.019,1113000,22933,61299,1263,11238,232,23964,0.9023,21622,57157.29,33
2037,0.022,0.02,1113000,23388,61299,1288,11238,236,24440,0.9023,22051,58291.34,34
2037,0.023,0.016,1113000,21582,61299,1189,11238,218,22552,0.9023,20348,53789.5,35
2037,0.02,0.021,1113000,23185,61299,1277,11238,234,24228,0.9023,21860,57786.43,36
2037,0.024,0.018,1113000,23031,61299,1268,11238,233,24067,0.9023,21715,57403.13,37
2037,0.025,0.017,1113000,23493,61299,1294,11238,237,24550,0.9023,22150,58553.04,38
2037,0.021,0.019,1113000,22486,61299,1238,11238,227,23498,0.9023,21201,56044.38,39
2037,0.024,0.017,1113000,22679,61299,1249,11238,229,23699,0.9023,21383,56525.5,40
2037,0.026,0.02,1113000,25845,61299,1423,11238,261,27007,0.9023,24367,64413.63,41
2037,0.028,0.02,1113000,26530,61299,1461,11238,268,27724,0.9023,25014,66123.97,42
2037,0.02,0.018,1113000,21172,61299,1166,11238,214,22124,0.9023,19962,52769.11,43
2037,0.023,0.027,1113000,27631,61299,1522,11238,279,28874,0.9023,26051,68865.25,44
2038,0.022,0.018,1113000,21874,61366,1206,10678,210,22871,0.9342,21366,56480.56,1
2038,0.021,0.019,1113000,22245,61366,1226,10678,213,23258,0.9342,21727,57434.85,2
2038,0.02,0.025,1113000,25216,61366,1390,10678,242,26365,0.9342,24630,65108.87,3
2038,0.021,0.028,1113000,27390,61366,1510,10678,263,28638,0.9342,26753,70720.97,4
2038,0.025,0.03,1113000,30189,61366,1664,10678,290,31563,0.9342,29487,77948.24,5
2038,0.023,0.021,1113000,24752,61366,1365,10678,237,25879,0.9342,24177,63911.37,6
2038,0.019,0.017,1113000,19696,61366,1086,10678,189,20593,0.9342,19238,50855.23,7
2038,0.018,0.014,1113000,17823,61366,983,10678,171,18635,0.9342,17409,46020.31,8
2038,0.017,0.016,1113000,18532,61366,1022,10678,178,19376,0.9342,18101,47849.6,9
2038,0.025,0.021,1113000,25431,61366,1402,10678,244,26589,0.9342,24840,65664,10
2038,0.023,0.016,1113000,22055,61366,1216,10678,212,23059,0.9342,21542,56945.81,11
2038,0.02,0.016,1113000,20067,61366,1106,10678,193,20981,0.9342,19601,51814.82,12
2038,0.02,0.028,1113000,26997,61366,1489,10678,259,28226,0.9342,26369,69705.88,13
2038,0.021,0.018,1113000,21660,61366,1194,10678,208,22647,0.9342,21157,55928.07,14
2038,0.023,0.019,1113000,23516,61366,1297,10678,226,24587,0.9342,22969,60718.05,15
2038,0.02,0.047,1113000,36869,61366,2033,10678,354,38549,0.9342,36012,95196.94,16
2038,0.019,0.019,1113000,21320,61366,1176,10678,205,22291,0.9342,20825,55050.43,17
2038,0.018,0.018,1113000,19977,61366,1101,10678,192,20887,0.9342,19513,51582.19,18
2038,0.024,0.023,1113000,25878,61366,1427,10678,248,27056,0.9342,25276,66816.56,19
2038,0.033,0.022,1113000,30625,61366,1689,10678,294,32020,0.9342,29913,79074.37,20
2038,0.019,0.031,1113000,27767,61366,1531,10678,266,29032,0.9342,27121,71693.77,21
2038,0.027,0.034,1113000,33890,61366,1869,10678,325,35433,0.9342,33102,87504.42,22
2038,0.035,0.022,1113000,32111,61366,1770,10678,308,33573,0.9342,31364,82910.05,23
2038,0.025,0.024,1113000,27453,61366,1514,10678,263,28703,0.9342,26815,70884.87,24
2038,0.022,0.054,1113000,42277,61366,2331,10678,406,44203,0.9342,41294,109159.79,25
2038,0.023,0.024,1113000,25993,61366,1433,10678,249,27177,0.9342,25389,67115.27,26
2038,0.033,0.029,1113000,34816,61366,1920,10678,334,36401,0.9342,34006,89894.12,27
2038,0.027,0.02,1113000,26047,61366,1436,10678,250,27233,0.9342,25442,67255.37,28
2038,0.017,0.023,1113000,22152,61366,1221,10678,213,23161,0.9342,21637,57196.94,29
2038,0.021,0.024,1113000,24695,61366,1362,10678,237,25820,0.9342,24121,63763.34,30
2038,0.02,0.019,1113000,21785,61366,1201,10678,209,22777,0.9342,21278,56247.93,31
2038,0.021,0.029,1113000,27945,61366,1541,10678,268,29218,0.9342,27295,72153.74,32
2038,0.022,0.019,1113000,22933,61366,1264,10678,220,23977,0.9342,22399,59211.27,33
2038,0.022,0.02,1113000,23388,61366,1290,10678,224,24453,0.9342,22844,60387.62,34
2038,0.023,0.016,1113000,21582,61366,1190,10678,207,22564,0.9342,21080,55724.52,35
2038,0.02,0.021,1113000,23185,61366,1278,10678,222,24241,0.9342,22646,59864.21,36
2038,0.024,0.018,1113000,23031,61366,1270,10678,221,24080,0.9342,22496,59467.69,37
2038,0.025,0.017,1113000,23493,61366,1295,10678,225,24563,0.9342,22947,60659.9,38
2038,0.021,0.019,1113000,22486,61366,1240,10678,216,23510,0.9342,21963,58058.71,39
2038,0.024,0.017,1113000,22679,61366,1250,10678,218,23712,0.9342,22152,58558.33,40
2038,0.026,0.02,1113000,25845,61366,1425,10678,248,27022,0.9342,25244,66731.97,41
2038,0.028,0.02,1113000,26530,61366,1463,10678,255,27739,0.9342,25914,68503.1,42
2038,0.02,0.018,1113000,21172,61366,1167,10678,203,22136,0.9342,20679,54664.49,43
2038,0.023,0.027,1113000,27631,61366,1523,10678,265,28889,0.9342,26988,71342.19,44
2039,0.022,0.018,1113000,21874,61496,1209,10146,199,22884,0.9562,21882,57844.59,1
2039,0.021,0.019,1113000,22245,61496,1229,10146,203,23271,0.9562,22252,58822.68,2
2039,0.02,0.025,1113000,25216,61496,1393,10146,230,26380,0.9562,25225,66681.74,3
2039,0.021,0.028,1113000,27390,61496,1513,10146,250,28654,0.9562,27399,72428.66,4
2039,0.025,0.03,1113000,30189,61496,1668,10146,275,31581,0.9562,30199,79830.4,5
2039,0.023,0.021,1113000,24752,61496,1368,10146,226,25894,0.9562,24760,65452.52,6
2039,0.019,0.017,1113000,19696,61496,1088,10146,180,20605,0.9562,19703,52084.45,7
2039,0.018,0.014,1113000,17823,61496,985,10146,162,18646,0.9562,17829,47130.57,8
2039,0.017,0.016,1113000,18532,61496,1024,10146,169,19387,0.9562,18538,49004.8,9
2039,0.025,0.021,1113000,25431,61496,1405,10146,232,26604,0.9562,25439,67247.44,10
2039,0.023,0.016,1113000,22055,61496,1219,10146,201,23073,0.9562,22062,58320.42,11
2039,0.02,0.016,1113000,20067,61496,1109,10146,183,20993,0.9562,20074,53065.18,12
2039,0.02,0.028,1113000,26997,61496,1492,10146,246,28243,0.9562,27006,71389.77,13
2039,0.021,0.018,1113000,21660,61496,1197,10146,197,22660,0.9562,21667,57276.24,14
2039,0.023,0.019,1113000,23516,61496,1299,10146,214,24601,0.9562,23524,62185.18,15
2039,0.02,0.047,1113000,36869,61496,2037,10146,336,38570,0.9562,36882,97496.77,16
2039,0.019,0.019,1113000,21320,61496,1178,10146,194,22304,0.9562,21327,56377.46,17
2039,0.018,0.018,1113000,19977,61496,1104,10146,182,20899,0.9562,19984,52827.27,18
2039,0.024,0.023,1113000,25878,61496,1430,10146,236,27071,0.9562,25886,68429.08,19
2039,0.033,0.022,1113000,30625,61496,1692,10146,279,32038,0.9562,30635,80982.96,20
2039,0.019,0.031,1113000,27767,61496,1534,10146,253,29048,0.9562,27776,73425.25,21
2039,0.027,0.034,1113000,33890,61496,1872,10146,309,35453,0.9562,33901,89616.56,22
2039,0.035,0.022,1113000,32111,61496,1774,10146,293,33592,0.9562,32122,84913.81,23
2039,0.025,0.024,1113000,27453,61496,1517,10146,250,28720,0.9562,27462,72595.2,24
2039,0.022,0.054,1113000,42277,61496,2336,10146,385,44228,0.9562,42291,111795.34,25
2039,0.023,0.024,1113000,25993,61496,1436,10146,237,27193,0.9562,26002,68735.72,26
2039,0.033,0.029,1113000,34816,61496,1924,10146,317,36422,0.9562,34827,92064.42,27
2039,0.027,0.02,1113000,26047,61496,1439,10146,237,27249,0.9562,26056,68878.47,28
2039,0.017,0.023,1113000,22152,61496,1224,10146,202,23174,0.9562,22159,58576.83,29
2039,0.021,0.024,1113000,24695,61496,1364,10146,225,25835,0.9562,24703,65301.84,30
2039,0.02,0.019,1113000,21785,61496,1204,10146,199,22790,0.9562,21792,57606.68,31
2039,0.021,0.029,1113000,27945,61496,1544,10146,255,29234,0.9562,27954,73895.79,32
2039,0.022,0.019,1113000,22933,61496,1267,10146,209,23991,0.9562,22940,60641.39,33
2039,0.022,0.02,1113000,23388,61496,1292,10146,213,24467,0.9562,23396,61846.82,34
2039,0.023,0.016,1113000,21582,61496,1192,10146,197,22577,0.9562,21589,57070.05,35
2039,0.02,0.021,1113000,23185,61496,1281,10146,211,24254,0.9562,23193,61310.19,36
2039,0.024,0.018,1113000,23031,61496,1273,10146,210,24094,0.9562,23039,60903.1,37
2039,0.025,0.017,1113000,23493,61496,1298,10146,214,24577,0.9562,23501,62124.38,38
2039,0.021,0.019,1113000,22486,61496,1242,10146,205,23524,0.9562,22494,59462.4,39
2039,0.024,0.017,1113000,22679,61496,1253,10146,207,23726,0.9562,22687,59972.59,40
2039,0.026,0.02,1113000,25845,61496,1428,10146,236,27037,0.9562,25853,68341.84,41
2039,0.028,0.02,1113000,26530,61496,1466,10146,242,27755,0.9562,26539,70155.27,42
2039,0.02,0.018,1113000,21172,61496,1170,10146,193,22149,0.9562,21179,55986.23,43
2039,0.023,0.027,1113000,27631,61496,1527,10146,252,28906,0.9562,27640,73065.74,44
2040,0.022,0.018,1113000,21874,61690,1212,9641,189,22897,0.9711,22235,58777.74,1
2040,0.021,0.019,1113000,22245,61690,1233,9641,193,23285,0.9711,22612,59774.33,2
2040,0.02,0.025,1113000,25216,61690,1398,9641,218,26395,0.9711,25632,67757.63,3
2040,0.021,0.028,1113000,27390,61690,1518,9641,237,28671,0.9711,27842,73599.72,4
2040,0.025,0.03,1113000,30189,61690,1673,9641,261,31600,0.9711,30687,81120.42,5
2040,0.023,0.021,1113000,24752,61690,1372,9641,214,25910,0.9711,25161,66512.56,6
2040,0.019,0.017,1113000,19696,61690,1092,9641,171,20618,0.9711,20022,52927.72,7
2040,0.018,0.014,1113000,17823,61690,988,9641,154,18657,0.9711,18118,47894.54,8
2040,0.017,0.016,1113000,18532,61690,1027,9641,161,19398,0.9711,18838,49797.84,9
2040,0.025,0.021,1113000,25431,61690,1410,9641,220,26620,0.9711,25851,68336.56,10
2040,0.023,0.016,1113000,22055,61690,1222,9641,191,23086,0.9711,22419,59264.14,11
2040,0.02,0.016,1113000,20067,61690,1112,9641,174,21006,0.9711,20398,53921.67,12
2040,0.02,0.028,1113000,26997,61690,1496,9641,234,28260,0.9711,27443,72544.97,13
2040,0.021,0.018,1113000,21660,61690,1201,9641,188,22673,0.9711,22018,58204.1,14
2040,0.023,0.019,1113000,23516,61690,1303,9641,204,24616,0.9711,23904,63189.7,15
